interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
45,1573,152,1057754,125,125,152,152,125,1,0,SXFM7VS5RRPJBDIRYOKOFGTJIQTIPOCLWOUIARRTT5XSFIWOWNWA,,"TransactionPool.Remember: transaction HE5LZZFADNJXWC3Q47T7S6F335FMOKAJQT6W4JJMIYIX2P4D4BRA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
46,1611,126,1018155,125,125,126,126,125,1,0,U3MZJKZOWPDYDBEHEXFL4ZK3YX35V5QAJPRRXGU6G7K6M7RFQFAQ,,"TransactionPool.Remember: transaction QKABYVQTW6ZST6RHWR4KUCXYJHZVNZ3KXSIZNRQTQYUAUYXSOKVQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
47,1620,132,1025184,125,125,132,132,125,1,0,Z5XGSQ4TNFG6YY2WOCIY5RZZ65GQY4ST3OHLKHPORNR426XHFS5Q,,"TransactionPool.Remember: transaction FZPOSABMAU2MGMSPF6Q5PMXL6QHWH6FS3SRJSQR5DKMULJSPJGRQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
48,1622,145,1042199,125,125,145,145,125,1,0,XKMXMBZHEJLUZ43UL6RFUQNFLUSCPNL25FEWSOS7ETXDIX5WAITQ,,"TransactionPool.Remember: transaction 6YOWKM6XYDABTS5M5U3FMIJG4ZBKN2NSMPNLUSTLMYHYAQ6B4HGA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
49,1630,149,1046533,125,125,149,149,125,1,0,WXE553P2NSNK2IHGTUBEQZRZXJLVVCB5TKGVVAWPLHXK2FLZKVNQ,,"TransactionPool.Remember: transaction HTDEEG4RBGAYXZOXHSLFX6YWEZEKB4D6PYWOFVQJF43A6JRNEPDQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
50,1621,153,1052929,125,125,153,153,125,1,0,UPHILNFSGAI7YO3PBR2Z7V2ZBFOHK4AX3QDGKS3QEFPETPMZP2SA,,"TransactionPool.Remember: transaction JJT5SK3PR5VDD54T7ACJTCBNI3ADXEHYP6ITERYFAPFHG5XY2ESQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
51,1591,138,1036484,125,125,138,138,125,1,0,ZGGO3DKKRR6U4CAKPBYELIJNUB74BKV6HGUHLHCOVSI7MCAHTIKQ,,"TransactionPool.Remember: transaction NBN5VPQYFIQ7NOWV2SJIVEHIYRTXZFAWQD3M3PS4WGGE5Q2HGPOA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
52,1576,130,1027347,125,125,130,130,125,1,0,SXZQL4MXHU4RY6UF7QDYXIPQGLKLQVRHLHAMIYQBMQQLR4IT5MIA,,"TransactionPool.Remember: transaction VZZCRUD3PWMNW3Z44O4LMYWVPRWWBV4KNWS4FAJQUEZC5HDOUOLA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
53,1536,146,1054361,125,125,146,146,125,1,0,RAGTUD44VRVXVT6SFK6VZVWIUGBA3CZAVPHGHE34XFMRVWYIV32A,,"TransactionPool.Remember: transaction JUXUJMWGPFATVBWNRUJRTZOEHEZPGUOLBWA2R2PJVKY53GIBIWRA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
54,1470,143,1059147,125,125,143,143,125,1,0,FJIKYG2DTNH6GSKOO4I5CCIHRCKP3GFECD2FR4M5S77GJ5F3U6GQ,,"TransactionPool.Remember: transaction 3KW3T53R24GR5TIBO2B3OM2L6DO2U47TGGQ2TKZZ67ZMHZ6HG23A: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
55,1423,131,1047926,125,125,131,131,125,1,0,SH6ARDCVCUUG2XODRNOGE7K2Y4Q7BY3R2FMKA6L6TBFSCZODA3WQ,,"TransactionPool.Remember: transaction S3G4MRXEDNFAGXFSE2E3XTPDGJ3MDZVZVCMCAI5N33NDSF6W4DXQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
56,1376,133,1057810,125,125,133,133,125,1,0,KFN5PO7ZWNZQSG2XU5NYNYDYMFR3QGFFDVQAXF3X5PHAKX3KERSA,,"TransactionPool.Remember: transaction 3EAAU3ECALUY3GUL6A6NCGAFMGKZS4HOEKMIPEGJTOBQDPAF6IDA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
57,1304,130,1064339,125,125,130,130,125,1,0,BMGLK4KWHUG7RWU4CKUAPBCC5NCF3Y5AT2KR56LGJMGXNIXJ7P7A,,"TransactionPool.Remember: transaction 3PE2NMVEIEUACQWQEJORWCAMCYG57KCUP2FIQJVPEEJHTZS6RRPA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
58,1260,140,1088888,125,125,140,140,125,1,0,TNTXGJ5AIVBATIIAEGYA2SNVVE2N4PZ4NUCFT6SFM4TDLVLFMQPA,,"TransactionPool.Remember: transaction 3NIIDGUIQMBJXFODG5CSWK5W2IVXVSBDB4BD5FP2IJZ5AUB7AFFQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
59,1196,132,1087289,125,125,132,132,125,1,0,65IJ4GMMLRDLHUMVMX4QHLZKR2UCH5NEXU53AWZJUOJHIASVWPZA,,"TransactionPool.Remember: transaction B72B2EZZG7VU4JQVS6HZTOEBTP64ZLF4FG5JMJ2BJ57M2YSWCZRA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
60,1116,164,1165948,125,125,164,164,125,1,0,QIKOJSS23AVR6I55XSVCVMBDQT3MJVLVGCOVQ6ESOLVFKMCUPFYQ,,"TransactionPool.Remember: transaction Q3WCX3K7TT2BD2T7ZBOG55FX4EQHJUNO2CRY7VFIEXA45AZCRMLA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
61,987,160,1198530,125,125,160,160,125,1,0,2E2NQMXRBO2K5W4GAKLDDSDX6BFNJWDAMXCEJYCPU4Z7AYY265FA,,"TransactionPool.Remember: transaction RJO4EUSSERMOHA2BF4Z72FDXOYBSUH2HVUXTN3LXRA3A45UQYIVA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
62,896,174,1267521,125,125,174,174,125,1,0,RUIZRNQ75SMWXGJSCTUVWLV5XCPONCEVYKYYOUXMJ5V2FY3JT6HQ,,"TransactionPool.Remember: transaction Q4R37A3HWIXA7RBQQBXI7MME3DD4JUYJHUGQ6N4KOYJQKELILK6A: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
63,759,193,1396704,125,125,193,193,125,1,0,AQ5TEVJWWRNXDC6TUYUGKS6MIDEDO2YMKAYNWOAZS6GROPT7QLUA,,"TransactionPool.Remember: transaction ZQK5PPDRDX3WAN3LFB473UH5LMRISYPJKDCO2ZFX3M65UMWTZT6Q: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
64,635,232,1635511,125,125,232,232,125,1,0,WAEYR6HTS7ROOJJUOVBNM5MPSYBYVB3VPMRSHTPUCHKVIHYKHGAA,,"TransactionPool.Remember: transaction 5HZTQGXNPXCIUPICAHAOXT4NGJXRJQDJZYBGO4JYMLS2CEF3UPZQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
65,506,257,1941995,125,125,257,257,125,1,0,B2FRXWWDPKM3IAFTOWJFPTI4UKI7V43LYEKUJ2CDBQW7IEG2LJ5Q,,"TransactionPool.Remember: transaction TKVWMR3PLIQGIZL4SLQXVJSVIOCMH35EKXO5Q7V5M4EFAZ5WCELA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
66,356,309,2716150,125,125,309,309,125,1,0,4DOC4VBF7KTQIZGLGKP4G3TFKLWASM3IZ6PEYBNTMCG26CR3SAWQ,,"TransactionPool.Remember: transaction YDNAV37H6W3BPVMT5BNHP3ODBLLU55RXWDKFRNQ5HFCWWYG7PO4Q: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
67,191,352,3000000,125,125,191,191,125,1,0,CAYSVCLCDC2Y3RQVD4LL5YDRMLHXXX5M4X4QDIHODF7IDMJQDBCA,,"TransactionPool.Remember: transaction LT5GD4CQKZRC2K4UC3OPRBL6MZYQS6HZZHAFM6OAEZ6RAV7LVJTQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
68,68,429,3000000,68,125,68,68,68,1,0,CT7MPNRU7TPFCTGCUFLV2VJ3CURFINLFD3DPBDMUPXVZQVBE5TUQ,,"TransactionPool.Remember: transaction P7ESYJAGXQCLSEOC4WSCXCVUY7HTXGG7PN7ZB3LKP6IUK6A2JTXA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
