interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
61,987,160,1198530,160,500,160,160,160,1,0,NXWQ6CP4G6STKXQF6N357FVBY3BPVSEWPVIKOEHWVSW7XR7ZJV4A,,"TransactionPool.Remember: transaction VR56MBDJAL4UHQDNK2NYLKDU6G2BKRNQ4IUIATZU7BSLNZ7X4HKQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
62,896,174,1267521,174,500,174,174,174,1,0,JFYYAMTQ76AFVSA4DIM6RGEE7MPSYSP327VZHK27QRY5VQ447U4Q,,"TransactionPool.Remember: transaction AY7RWDZF6SWKS7NT3I3CCMTIZYA3RAH3PKTGRU4WZWRDUDYCXEDA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
63,759,193,1396704,193,500,193,193,193,1,0,Y2VP3EFJBE6I4KLXWVFHK7TZERG2T52AUYMX324V4DGFIWU3UQRQ,,"TransactionPool.Remember: transaction OH4RFFDSICJDFUHC36D46KHCS5HKHIBKSGEEIK6TM47IGCOYSDKQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
64,635,232,1635511,232,500,232,232,232,1,0,JTB6WKOG46LDB6FKA4M5YWHRQNXAGNLOUX5R6ISGU56SZ6GM3R4Q,,"TransactionPool.Remember: transaction ZKWJZPBWPWSLWFUPNERC3U6VU4DK3ZIHA7DMBPCXIIE7ZA7GBGEQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
65,506,257,1941995,257,500,257,257,257,1,0,QTZODNY6HAE2G4OA74H2QK3BSVHX4BLVVKRBJZGREKULTM4TSIIQ,,"TransactionPool.Remember: transaction IC7RNF6JVXS73DZO7LPH6CAUYJPHEN47XEZSCXS45O47DC554IDQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
66,356,309,2716150,309,500,309,309,309,1,0,PPFDBG2RXWSTOG4GZLBUX6OJVOG24MZBQ74MSRLCJ5GUU5DHM5VQ,,"TransactionPool.Remember: transaction OCVGHYI6X4WOH7M77YGIO3QPUKUSOM4JYVVLMDFPZ3AEQBKAS3XQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
67,191,352,3000000,191,500,191,191,191,1,0,IJOQ64FBV3PEOWGEPNPIRSL5N7YOJVH3RXQCPQHZ3LL5LOENAD3A,,"TransactionPool.Remember: transaction DWGS72AIVXPKHYEYYC7XFTBKSXASN2GLBTJDF2PL3VE3T5GQVUBA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
68,68,429,3000000,68,500,68,68,68,1,0,6IF6XN2PIURKTHL5JHXY63ANFXDRDSLGNTCFT6IUEPZN6357HC6A,,"TransactionPool.Remember: transaction N5P6RUSZIISISCPWOOMUXHZ2XRQPGJRLPLIR66POQ4WPG4MMBSXQ: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
69,5,485,3000000,5,500,5,5,5,1,0,IBHEXI5J3ZIR3J52GVA5USHMEQPJM4GCSMH6MANI7AQ7GAITYPSA,,"TransactionPool.Remember: transaction 76LLXD4DFDBXKXNHUZ4TZG4NHKEOSZMGYLTLH5VOGF23DUPWB5MA: logic eval error: assert failed pc=921. Details: app=753211496, pc=921, opcodes=app_global_get; ==; assert"
70,0,580,3000000,0,500,0,0,0,1,1,WI75Y524B3F6ROGR44LDSO4UXC5BI6TL755PMG4NPGN6CFUSKCRA,HZNCFDOT6UYPLQOMUUQAMKAV5IMHJBF5Z7S5PNHV6DYMOBZ6RYRQ,
71,0,644,3000000,0,500,0,0,0,1,1,AS2U6RU4JW6DLH6YWWNOBLY6VWTSXEOQUUYXYTYWWGEAHFTKFALA,MAOR355GIECMWGKXT2BY5XCZJDXBWEQ56YHDEUOQAZWG234OQ7XA,
72,0,714,3000000,0,500,0,0,0,1,1,F4YNTSXRFQQ5OQUWNC5GLKFANXMUJWWJ3BODUCEU3KU237V2TQ5Q,FXRRJVSUCC5NYCBVTDZQKNK32YPZ6P564XIYZCZBEG6QHKZW53BA,
73,0,762,3000000,0,500,0,0,0,1,1,OVHB6BA6XPT4CD3K33MLNFWZDYFTTGXDP7D2USFWQBNMSYDW77KA,OFY6O5NEEU6NXGOWV2WST4DQZPFGDWUTN7PN3BBBK2K33WU7AU2Q,
