interval,total_supply_u,total_demand_u,mcp_micro,allowed_u,feeder_cap_units,planned_clear_u,planned_total_u,scaled_total_u,execute_ok,finalize_ok,execute_txid,finalize_txid,error
79,0,763,3000000,0,1250,0,0,0,1,1,RW6XNM3GF736CVLRUPXT4GRGY4ZSCV44UZWXSW4OIJTMAB534KVA,YRTXNVCQ7EL6V5JIOIUBWDMEBX4FIGSXZWQ5AMUFPLK3ESE6YF2Q,
80,0,686,3000000,0,1250,0,0,0,1,1,GKREDUVYVYFIZ3O66LQQ7ZSZRCZXGABHWFJGBRY5V7NIBB673X4Q,CPBLVLXGZHOT7GCYRBILQXPBKALIX4HAUJRXZJ5255LRND6ADHDQ,
81,0,614,3000000,0,1250,0,0,0,1,1,H6IWKYMZN5TRSLBACTPCM3BZ2AE5D765BLWKFG4CNBFRDSXMEZ4A,U73JNCRUPO3XU3HPTQTTAKDA3ETJRETORXPMCOJSRYOLJWHLYHCQ,
82,0,530,3000000,0,1250,0,0,0,1,1,OOCQSXRI4IL25M4DE6YFPNH5LZDQBK324GEXIL6PN3PK6F76QY6Q,FHB7OHN77D6W6KRCHR6BWKLGHOXW6R2VPFF4D2PDO7NQ6BHQEHWA,
83,0,457,3000000,0,1250,0,0,0,1,1,U4RQGHECFF3QN52D5HPIONBGMCXHBUGMTOI25ZQ745XCOWR722RA,FUM7Y3PN3KFQ2XIDKGBPUUPBYXOYUVEV6QH77WN67FX2DYDIKLUA,
84,0,385,3000000,0,1250,0,0,0,1,1,CPIBRRCJR5KWVOILDARQXDFYVL5MXODVV2FJDMGLFWHW3LLKCIUA,YDQ7W6EMY4AMVEGNWXHF47RHXBSTPRZJRLYC6RJTJ5W2ENYBYJ5A,
85,0,325,3000000,0,1250,0,0,0,1,1,IGZUCV4RUX5D6ABTGWEV6ODQWAY5R5WKAV44QF2DM2YNTHZ2OVDA,RT43XH4YRIQZEKH3FX5SRFBN4DGBTH6KQC3PGATHOZVYUEBWLJ4A,
86,0,265,3000000,0,1250,0,0,0,1,1,Q65KN3AGRH22DXJ435DIV2CXQFQVXYPDFTXDUC4SGELCNKX7RKHA,HLYWIRTCI2FKLT7BN7KG6G3WHQMAPE7NPXVQUBKHPD7FHEJWIM4Q,
87,0,218,3000000,0,1250,0,0,0,1,1,6FGR6SYLJ6RJOQIGJA4MOCD2PZ4ZAS5YAY6PZY3XK2DEDAWA6ASQ,HWZZXPRM3IDK2E47MJDEBILXTH3G3UTNVZRJBI3D2OCVSWA4BXZA,
88,0,162,3000000,0,1250,0,0,0,1,1,LSX73NPDZOJCN2HFKVNIAJRLFU4FYRWRDTZV6PIIUNFEDNEYH5LQ,TJP3NTPGAEFWEV6JDGHT7TOBHDLW7ELVV5WDZIBCQISP6XZZDFHQ,
89,0,136,3000000,0,1250,0,0,0,1,1,LZVGAARSMF7BI7W7XC7MRBP5B5IQ4KEFBI5QBVGBXTLSAKQMZOMA,MEG2UDY7M6IDGHZICFVJS32BLOP55OOVYS2BAI3DIL5UFDKLF42Q,
90,0,114,3000000,0,1250,0,0,0,1,1,TT7C2FU7H43NFEYGXKEHYOX5HM6VGTGGL6NZ74LUUHD7EC2YGR5Q,ZJYX6EMSFM4UFXW3KRH5FFGLWXDEAA7OQKZKAP45XXYOBYWK6QXQ,
91,0,92,3000000,0,1250,0,0,0,1,1,5TJPJUS2JFSIIYWEUZ3RHIRB6GCDZJIC4MLQTXDIZPRWAJD7ORHQ,FTR2QRBVJA6TJHOZFCFFYR3TEL74LM35W73NLL7ENPGF3DGTWOYA,
92,0,81,3000000,0,1250,0,0,0,1,1,OPNWN42W4XF5XW3LMYGLTHS67CRMECFKG3BRJGX4CXXE2R2UNJPA,JA7FF7GTVVO5YRXQ7ARVGNB6YZET2SM3AAGZ6Q3OQLYGXVKK233Q,
93,0,71,3000000,0,1250,0,0,0,1,1,TOLSDRNZBNWHWOIX27JPKRONECEGRC5IHY4MS4K5OM2E5WSKISFA,5IGTPB4DWHA3PLJ6RTWXEQMCA3WFHTG5D2ERMT6PQK4ONKY2DHMQ,
94,0,53,3000000,0,1250,0,0,0,1,1,XEYR2ADNKDT6EJJQDRBRBHVPY263WULL3OGEVODRLJQP3SCKL7WA,LVO7J3N3WRDHTNGKYDYXOKYQ6QAPR44THDAJ2DU2MTOAACGPCJQA,
95,0,56,3000000,0,1250,0,0,0,1,1,6TFYLDLXPRXRUXRHSVVMQH5QABVHF4JWRG5QFYIGYSWDCGVAE6WQ,XV3Z4ZKMRGQG4UUQUWP3VJO23DB7EU4HFGLFHL7ENLLJCP3E4HSA,
